Hybrid,Location,PlantHeight
G150,IAH3,186.21550333840455
G150,IAH4,152.77135535760704
G150,ILH1,198.07461461677843
G150,INH1,206.7368746064591
G150,MIH1,224.68844106304803
G150,MOH2,99.42178516929525
G150,NCH1,238.15403828577837
G150,NEH1,167.39136804037145
G150,NEH2,144.4230071265114
G150,NEH3,185.36012925292704
G150,NYH2,218.3589292686354
G150,NYH3,132.76513200624157
G150,SCH1,149.8043389326885
G150,TXH1,177.87987862111987
G150,TXH2,165.19517625191986
G150,TXH3,197.04806373343322
G150,WIH1,175.684331780798
G150,WIH2,201.7170541334264
G150,WIH3,195.6406186772321
G151,DEH1,193.0434661263733
G151,GAH1,151.646103468392
G151,GAH2,153.3945057810289
G151,GEH1,184.69063395210324
G151,IAH1,218.99597046369672
G151,IAH3,204.18079655127758
G151,IAH4,215.8435905726033
G151,ILH1,204.1304921925348
G151,INH1,197.93151686861856
G151,MIH1,194.49290943742028
G151,MOH2,130.95482496003166
G151,NCH1,206.480055020167
G151,NEH1,192.35353051621132
G151,NEH2,187.30368111017418
G151,NEH3,213.82560770063066
G151,NYH2,237.20206139119864
G151,NYH3,193.87809841431192
G151,TXH1,180.19570000437173
G151,TXH2,167.51099763517172
G151,TXH3,199.36388511668508
G151,WIH1,178.00015316404983
G151,WIH2,204.03287551667825
G151,WIH3,197.95644006048394
G152,DEH1,180.05630666726327
G152,GAH1,98.47509216515695
G152,GAH2,154.05191768300836
G152,GEH1,180.9030903581646
G152,IAH1,183.37245799570712
G152,IAH3,173.60812715576196
G152,IAH4,168.4032765409094
G152,ILH1,135.18014851444778
G152,INH1,233.49991457519843
G152,MIH1,190.94502118752771
G152,MOH2,141.63503390183288
G152,NCH1,167.69290421644905
G152,NEH1,169.61637105710133
G152,NEH2,133.08802216884595
G152,NEH3,182.48397712636762
G152,NYH2,210.93168772070186
G152,NYH3,169.25741878608102
G152,TXH1,167.2085405452617
G152,TXH2,154.5238381760617
G152,TXH3,186.37672565757507
G152,WIH1,165.01299370493984
G152,WIH2,191.04571605756823
G152,WIH3,184.96928060137395
G153,DEH1,137.7213478553552
G153,GEH1,146.54142936268835
G153,IAH3,134.23833227948927
G153,IAH4,152.24954181622817
G153,MIH1,186.08499956666037
G153,NCH1,149.21710742392526
G153,WIH2,148.71075724566015
G154,DEH1,144.25631532265535
G154,GAH1,124.5896243715454
G154,GAH2,115.96272394166071
G154,GEH1,130.0922545424348
G154,IAH1,169.5700083846907
G154,IAH3,131.20635866782078
G154,IAH4,179.72369553122357
G154,ILH1,142.68272076971408
G154,INH1,204.81278640394845
G154,MIH1,150.9576670489397
G154,MOH2,66.69364886238816
G154,NCH1,125.15099566522173
G154,NEH2,121.8211631480944
G154,NEH3,129.29642846004646
G154,NYH2,193.3358300082545
G154,NYH3,179.5537488826128
G154,SCH1,171.6554293105573
G154,TXH1,131.4085492006538
G154,TXH3,150.57673431296715
G154,WIH1,129.21300236033193
G154,WIH2,155.2457247129603
G154,WIH3,149.16928925676604
G155,IAH1,182.78058621652133
G155,IAH3,190.27350624682194
G155,IAH4,178.5100977361508
G155,MIH1,214.29074065707033
G155,NCH1,160.78058154418773
G155,NYH2,204.37036381310102
G155,WIH2,193.97131316558477
G156,DEH1,178.2563153226518
G156,GAH1,164.11009281538594
G156,GAH2,123.57908277530831
G156,GEH1,195.8763881745918
G156,IAH1,202.80686022183917
G156,IAH3,166.94846074382087
G156,IAH4,183.18978958189348
G156,ILH1,201.95015716988343
G156,INH1,197.66928925650222
G156,MIH1,203.31084801911305
G156,MOH2,95.38597954833853
G156,NCH1,219.77993028260045
G156,NEH2,147.00399480746952
G156,NEH3,215.65856177829684
G156,NYH3,206.38355353147415
G156,SCH1,154.45483798921592
G156,TXH1,165.40854920065027
G156,TXH2,152.72384683145026
G156,TXH3,184.5767343129636
G156,WIH1,163.21300236032837
G156,WIH2,189.24572471295676
G156,WIH3,183.16928925676248
G157,DEH1,161.40062254946653
G157,GAH1,126.35076755235971
G157,GAH2,122.30969899069723
G157,GEH1,119.01010479171208
G157,IAH1,173.84680940930824
G157,IAH3,170.94115480590148
G157,IAH4,207.52153070414488
G157,ILH1,179.76642437401188
G157,INH1,186.61469653441776
G157,MIH1,227.9166575849198
G157,MOH2,102.33795608919863
G157,NCH1,186.4944226799005
G157,NEH2,176.65315646851468
G157,NEH3,177.54547168251446
G157,NYH2,189.85851504416343
G157,NYH3,149.37020937369704
G157,SCH1,149.1433339529965
G157,TXH1,148.55285642746497
G157,TXH2,135.86815405826496
G157,TXH3,167.72104153977833
G157,WIH1,146.3573095871431
G157,WIH3,166.31359648357721
G158,DEH1,184.1128321522864
G158,IAH4,173.41608892237286
G158,MIH1,181.18661106170697
G158,NCH1,232.53883043638314
G158,WIH2,195.10224154259134
G159,DEH1,169.80981247674015
G159,IAH4,181.04891675385966
G159,MIH1,220.4936493585295
G159,WIH1,154.7664995144167
G159,WIH2,180.7992218670451
G160,DEH1,148.41839554237748
G160,GAH2,97.79496935980904
G160,GEH1,120.25433476215895
G160,IAH1,187.9689404415637
G160,IAH3,164.41988720327748
G160,IAH4,151.02442320712953
G160,ILH1,160.87064849579366
G160,INH1,178.28104064863044
G160,MIH1,201.36333414985342
G160,MOH2,102.23487752141907
G160,NCH1,183.4769218899344
G160,NEH1,132.75467224513682
G160,NEH2,109.31607502719488
G160,NEH3,193.71919224782516
G160,NYH2,202.22639154211302
G160,NYH3,132.42616015417292
G160,SCH1,124.67837616082636
G160,TXH1,135.57062942037592
G160,TXH2,122.88592705117591
G160,TXH3,154.73881453268928
G160,WIH1,133.37508258005403
G160,WIH2,159.40780493268244
G160,WIH3,153.33136947648816
G161,DEH1,192.47402087699828
G161,GAH1,185.26914323853717
G161,GAH2,178.79237176851194
G161,GEH1,170.2662469932123
G161,IAH1,220.41066750187107
G161,IAH3,189.56977396391318
G161,IAH4,175.7772776470851
G161,ILH1,199.40042632337847
G161,INH1,207.0304919582928
G161,MIH1,214.50948836932594
G161,MOH2,101.36879081686314
G161,NCH1,197.91864895024185
G161,NEH1,237.9456113507339
G161,NEH3,179.5743901627955
G161,NYH2,236.6555036561217
G161,NYH3,211.7969049949978
G161,SCH1,166.84171421834083
G161,TXH1,179.62625475499675
G161,TXH2,166.94155238579674
G161,TXH3,198.79443986731007
G161,WIH1,177.43070791467485
G161,WIH2,203.46343026730324
G161,WIH3,197.38699481110896
G162,DEH1,166.58334269169146
G162,IAH3,175.60933449413716
G162,IAH4,186.22336126727404
G162,MIH1,165.57199440299703
G162,NCH1,138.02877343266255
G162,WIH2,177.5727520819964
G163,DEH1,185.04420604748364
G163,NCH1,176.5325472245568
G163,WIH2,196.0336154377886
G164,DEH1,188.29833640822858
G164,GAH1,145.03915707807406
G164,IAH1,257.52500340410796
G164,IAH4,158.1321077362648
G164,MIH1,216.24968813451414
G164,NCH1,256.7349253020213
G164,NYH3,169.14847651353602
G164,WIH2,199.28774579853354
G165,DEH1,222.70973753447967
G165,GAH1,175.0476573147702
G165,GAH2,209.76311602714026
G165,GEH1,230.50704223563937
G165,IAH1,241.1086269063178
G165,IAH3,234.4612810188661
G165,IAH4,212.56610099115264
G165,ILH1,204.19016827546093
G165,INH1,230.9606312486095
G165,MIH1,250.99520502680798
G165,MOH2,152.87200826432488
G165,NCH1,229.15516827545144
G165,NYH2,277.0068498272893
G165,NYH3,221.44913918795842
G165,SCH1,216.04337576090242
G165,WIH1,207.66642457215625
G165,WIH3,227.62271146859035
G166,DEH1,143.0591480751137
G166,GAH1,112.47505997131745
G166,GAH2,113.80886965645155
G166,GEH1,152.3364321636966
G166,IAH1,155.96132358483885
G166,IAH3,134.94430189694776
G166,IAH4,149.79221967444846
G166,ILH1,147.82224210440594
G166,INH1,156.74641214491788
G166,MIH1,166.03273640176334
G166,MOH2,124.57432834989943
G166,NCH1,152.70860835899163
G166,NEH1,157.85715601724374
G166,NEH3,185.17810536972894
G166,NYH2,144.64075163582538
G166,NYH3,173.90360126981437
G166,SCH1,104.58374679864811
G166,TXH1,130.21138195311215
G166,TXH3,149.3795670654255
G166,WIH1,128.01583511279028
G166,WIH2,154.04855746541867
G166,WIH3,147.9721220092244
G167,DEH1,211.7135179039024
G167,GAH1,165.52902663600818
G167,GAH2,187.5069525890675
G167,IAH1,207.07876039393255
G167,IAH3,228.60889064355263
G167,IAH4,222.5260166624039
G167,ILH1,186.11486054107291
G167,INH1,202.2699889851968
G167,MIH1,260.1071062305519
G167,MOH2,166.54879657587736
G167,NCH1,188.2371328638538
G167,NEH1,229.08865680810723
G167,NEH2,155.77792383881325
G167,NEH3,226.0686937923495
G167,NYH2,231.83481105868404
G167,NYH3,215.72041065758944
G167,SCH1,205.49620062716062
G167,TXH1,198.86575178190088
G167,TXH2,186.18104941270084
G167,TXH3,218.0339368942142
G167,WIH1,196.670204941579
G167,WIH2,222.70292729420737
G167,WIH3,216.6264918380131
G168,DEH1,202.43030777316906
G168,GAH1,147.16957858555497
G168,GAH2,96.89648633203143
G168,GEH1,261.34018527397507
G168,IAH1,212.8193539983363
G168,IAH3,199.91236697719148
G168,IAH4,209.06269268514745
G168,ILH1,234.26514532674452
G168,INH1,228.09607428918196
G168,MIH1,267.0095310255276
G168,MOH2,197.43529269681966
G168,NCH1,192.17194038969748
G168,NEH1,234.04012749839043
G168,NEH2,137.69255792890831
G168,NEH3,207.37500275293237
G168,NYH2,250.69853775084758
G168,NYH3,212.74471120677887
G168,TXH1,189.5825416511675
G168,TXH3,208.75072676348088
G168,WIH1,187.38699481084564
G168,WIH2,213.41971716347402
G168,WIH3,207.34328170727974
G169,DEH1,172.5651485144407
G169,GAH1,152.00305098395322
G169,GAH2,90.6813270733038
G169,GEH1,197.36281897359112
G169,IAH1,210.96941311752943
G169,IAH3,177.71050634278365
G169,IAH4,176.5881574223321
G169,ILH1,165.13849174408722
G169,INH1,207.17284551581326
G169,MIH1,174.6788002257486
G169,MOH2,73.75248205349942
G169,NCH1,127.3770648942691
G169,NEH1,184.43529351733196
G169,NEH2,120.58066074150686
G169,NEH3,180.02584543973342
G169,NYH2,195.92009678813235
G169,NYH3,154.54955194805027
G169,TXH1,159.7173823924391
G169,TXH2,147.0326800232391
G169,TXH3,178.8855675047525
G169,WIH1,157.52183555211724
G169,WIH2,183.55455790474565
G169,WIH3,177.47812244855135
G170,DEH1,142.47402087699874
G170,GAH1,118.71390009541514
G170,GEH1,149.87286698215937
G170,IAH1,122.45438060570348
G170,IAH3,161.1801560367939
G170,IAH4,138.76055098707815
G170,ILH1,191.48729399952387
G170,INH1,173.42029454516515
G170,MOH2,84.45506751962444
G170,NCH1,148.59206211253448
G170,NEH1,163.17810202823802
G170,NEH2,28.985303447011717
G170,NEH3,149.23016050571204
G170,NYH2,155.82896915068935
G170,NYH3,139.19512525327522
G170,SCH1,147.84234819242704
G170,TXH1,129.62625475499718
G170,TXH2,116.94155238579717
G170,TXH3,148.79443986731053
G170,WIH1,127.4307079146753
G170,WIH2,153.4634302673037
G170,WIH3,147.38699481110942
G171,IAH1,249.22219469144014
G172,IAH1,136.98721070770293
G172,MIH1,227.04884312424133
G172,WIH2,198.24044831052993
G173,DEH1,161.56514851444132
G173,GAH2,119.96778665298875
G173,GEH1,189.94440069654414
G173,IAH1,182.4379940691879
G173,IAH3,139.71598856583734
G173,IAH4,170.70782636618014
G173,ILH1,171.9343055888237
G173,INH1,197.8961581143172
G173,MIH1,205.67208665410328
G173,MOH2,88.50248205350039
G173,NCH1,202.45982885700863
G173,NEH2,155.21147742461955
G173,NEH3,168.66308147699672
G173,NYH2,176.51357384324515
G173,NYH3,169.70160301481468
G173,SCH1,159.1561751891157
G173,TXH1,148.7173823924398
G173,TXH2,136.03268002323978
G173,TXH3,167.8855675047531
G173,WIH1,146.5218355521179
G173,WIH2,172.55455790474628
G173,WIH3,166.47812244855203
G174,DEH1,179.90095940546854
G174,GAH1,155.99555756804057
G174,GAH2,119.2567276294208
G174,IAH1,195.79934477791565
G174,IAH3,186.03900022471942
G174,IAH4,188.87903278493184
G174,ILH1,191.00246509497987
G174,INH1,199.24417205484315
G174,MIH1,222.60776066969996
G174,MOH2,121.82949340238223
G174,NCH1,101.38930058254454
G174,NEH1,175.71102379530691
G174,NEH2,158.99074442169325
G174,NEH3,195.24120941829108
G174,NYH2,221.1293159547621
G174,NYH3,169.88536283907584
G174,SCH1,142.15952624432433
G174,TXH1,167.05319328346698
G174,TXH2,154.36849091426697
G174,TXH3,186.22137839578033
G174,WIH1,164.8576464431451
G174,WIH2,190.8903687957735
G174,WIH3,184.8139333395792
G175,DEH1,195.88195627563556
G175,GAH1,185.36265616388835
G175,GAH2,130.6831574758593
G175,GEH1,213.28259463605065
G175,IAH1,230.23041170324748
G175,IAH3,223.3192735273279
G175,IAH4,230.81543053487826
G175,INH1,180.9204022764539
G175,MIH1,237.29276125094475
G175,MOH2,146.67679643051235
G175,NCH1,210.8912721578573
G175,NEH1,227.27445706560417
G175,NEH2,167.65082939567134
G175,NEH3,212.73523345902433
G175,NYH2,221.57972221522974
G175,NYH3,230.15176058902222
G175,SCH1,180.11081642518704
G175,TXH1,183.034190153634
G175,TXH2,170.349487784434
G175,TXH3,202.20237526594735
G175,WIH1,180.83864331331213
G175,WIH2,206.87136566594052
G175,WIH3,200.79493020974624
G176,DEH1,210.57095940546836
G176,GAH1,167.10077593244282
G176,GAH2,166.39317064212315
G176,GEH1,220.90491429361512
G176,IAH1,227.55680573150772
G176,IAH3,224.79853029877788
G176,IAH4,200.09915336634162
G176,ILH1,234.49273068545682
G176,INH1,236.4416035599464
G176,MIH1,267.4669597319036
G176,MOH2,131.40623807744555
G176,NCH1,199.9616839066864
G176,NEH1,218.31004213665184
G176,NEH2,239.97249581381584
G176,NEH3,224.13565438523128
G176,NYH2,271.3572212896282
G176,NYH3,188.76548342048562
G176,SCH1,194.70889968332102
G176,TXH1,197.7231932834668
G176,TXH2,185.0384909142668
G176,TXH3,216.89137839578015
G176,WIH2,221.56036879577331
G176,WIH3,215.48393333957904
G177,IAH3,213.6298843111229
G177,IAH4,170.3983637460888
G177,MIH1,234.63903572909962
G177,NCH1,161.9905907021454
G178,DEH1,139.80735421033435
G178,GAH1,134.1332628093158
G178,GAH2,71.18549220733831
G178,GEH1,160.02939515579874
G178,IAH1,172.12350553877917
G178,IAH3,134.58088252842393
G178,IAH4,124.6384663715387
G178,ILH1,143.91643411167922
G178,INH1,181.5654396615939
G178,MIH1,110.04600592164277
G178,MOH2,62.27254314051095
G178,NCH1,183.25278495130846
G178,NEH1,177.97773382641574
G178,NEH2,85.77048739447176
G178,NEH3,117.26994984068655
G178,NYH2,165.87258341672072
G178,NYH3,135.64479642568267
G178,SCH1,154.62169307271697
G178,TXH1,126.9595880883328
G178,TXH2,114.27488571913278
G178,TXH3,146.12777320064615
G178,WIH1,124.76404124801091
G178,WIH3,144.72032814444503
G179,DEH1,167.82607660712208
G179,GAH1,165.3453474195073
G179,GAH2,82.1022551660005
G179,GEH1,154.7359541079266
G179,IAH1,196.17681979542752
G179,IAH3,184.73908582033528
G179,IAH4,120.89304648076741
G179,INH1,200.25017927234558
G179,MIH1,193.46070302357623
G179,MOH2,83.44084654698494
G179,NCH1,164.1597559559711
G179,NEH1,169.50565761681986
G179,NEH2,180.6361710095191
G179,NEH3,177.7721164556923
G179,NYH2,188.71461223313793
G179,NYH3,124.24218872593895
G179,SCH1,151.79149777219112
G179,TXH1,154.97831048512052
G179,TXH2,142.2936081159205
G179,TXH3,174.14649559743387
G179,WIH1,152.78276364479865
G179,WIH2,178.81548599742703
G179,WIH3,172.73905054123276
G180,DEH1,113.72072857263021
G180,GAH1,18.151203296718165
G180,GAH2,87.29532001763252
G180,GEH1,102.66017610585837
G180,IAH1,64.70108830133543
G180,IAH3,124.81648165954763
G180,IAH4,152.68159672059437
G180,ILH1,103.00414098702043
G180,INH1,132.74068603975252
G180,MIH1,149.36176360808065
G180,MOH2,116.47011214192548
G180,NCH1,118.12332508971215
G180,NEH1,151.89384545290093
G180,NEH2,64.69269494855857
G180,NEH3,133.11581906866778
G180,NYH2,147.05610962606988
G180,NYH3,168.3835511567936
G180,TXH1,100.87296245062865
G180,TXH2,88.18826008142864
G180,TXH3,120.041147562942
G180,WIH1,98.67741561030678
G180,WIH2,124.71013796293516
G180,WIH3,118.63370250674089
G181,DEH1,188.03317336970952
G181,IAH1,200.86784113689384
G181,IAH3,187.36577388413818
G181,IAH4,151.77311185419592
G181,NCH1,170.19484069524077
G181,WIH2,199.02258276001447
G182,DEH1,177.14617414100232
G182,GAH1,136.27618734190142
G182,GAH2,137.44132002210057
G182,GEH1,219.1501290291497
G182,IAH1,179.36225052718297
G182,IAH3,183.3488035837224
G182,IAH4,148.88611262548858
G182,ILH1,163.10043497850455
G182,INH1,237.8315591230188
G182,MIH1,220.55664163333296
G182,NCH1,209.2956344248795
G182,NYH2,182.07000470880632
G182,NYH3,166.05484985968738
G182,SCH1,132.85283215228097
G182,WIH1,162.1028611786789
G182,WIH2,188.13558353130728
G182,WIH3,182.059148075113
G183,DEH1,202.83970282546173
G183,GAH1,154.27017755022337
G183,GAH2,111.7227551379926
G183,GEH1,237.93188445526278
G183,IAH1,197.3891125449755
G183,IAH3,193.67452781969544
G183,IAH4,174.79617297295624
G183,ILH1,228.08545086274384
G183,INH1,209.2368190468634
G183,MIH1,210.38841892566722
G183,MOH2,127.77703636519266
G183,NCH1,197.31960468158456
G183,NEH1,201.07595361543366
G183,NEH2,137.37259729406952
G183,NYH3,181.32837854414672
G183,SCH1,159.69636083674115
G183,TXH1,189.99193670346017
G183,TXH2,177.30723433426016
G183,TXH3,209.16012181577352
G183,WIH1,187.7963898631383
G183,WIH2,213.82911221576668
G183,WIH3,207.7526767595724
G184,DEH1,193.479124333161
G184,IAH1,225.04796650955515
G184,IAH3,196.55544496320056
G184,MIH1,203.69555462717287
G184,NCH1,190.72794710495302
G184,WIH2,204.46853372346595
G185,DEH1,120.80735421033489
G185,IAH1,115.26444499460393
G185,INH1,88.26771949734334
G185,NCH1,139.24394310412714
G185,WIH2,131.79676360063985
G186,DEH1,188.16430743856716
G186,GAH1,145.22437182840952
G186,GAH2,134.0912755320985
G186,GEH1,164.00024665834775
G186,IAH1,212.36181039434803
G186,IAH3,164.62917978053332
G186,IAH4,202.38733903117648
G186,ILH1,182.00223043699927
G186,INH1,196.94092836353778
G186,MIH1,190.7342460460465
G186,MOH2,81.35164097829795
G186,NCH1,203.75313021035825
G186,NEH1,181.63909403472118
G186,NEH2,86.15409245479267
G186,NEH3,228.4641547914823
G186,NYH2,231.56290270339025
G186,NYH3,119.32298315725198
G186,TXH1,175.31654131656563
G186,TXH2,162.63183894736562
G186,TXH3,194.48472642887896
G186,WIH1,173.12099447624374
G186,WIH2,199.15371682887212
G186,WIH3,193.07728137267785
G187,MIH1,176.81789329425038
G188,GAH1,90.84395592748942
G188,GAH2,99.61267925715342
G188,GEH1,144.1721646601667
G188,IAH1,168.26266165932748
G188,IAH3,173.81818917272105
G188,ILH1,141.1695177582402
G188,INH1,211.63955267527177
G188,MIH1,161.1319303909586
G188,MOH2,101.47955908266832
G188,NCH1,154.46906915190624
G188,NYH2,181.6112921901044
G188,NYH3,131.52482030997177
G188,SCH1,137.85347887909245
G188,WIH1,131.9997579054866
G188,WIH2,158.032480258115
G188,WIH3,151.9560448019207
G189,DEH1,183.39583665802377
G189,GAH2,149.80183004640816
G189,GEH1,179.2317758778043
G189,IAH1,182.99914994956663
G189,IAH3,185.64902548939568
G189,IAH4,148.13577514251008
G189,ILH1,209.50205693365405
G189,INH1,205.05904441155775
G189,MIH1,243.04746230317252
G189,MOH2,120.04060659789035
G189,NCH1,218.45436300558328
G189,NEH1,194.07541766772337
G189,NEH2,132.2671715317837
G189,NEH3,253.53808311366745
G189,NYH2,222.59816900952208
G189,NYH3,174.2569487768444
G189,SCH1,133.045058269177
G189,TXH1,170.5480705360222
G189,TXH2,157.8633681668222
G189,TXH3,189.71625564833556
G189,WIH1,168.35252369570034
G189,WIH2,194.38524604832872
G189,WIH3,188.30881059213445
G190,DEH1,159.9507519325653
G190,GAH1,93.58866305746042
G190,GEH1,209.69019946579158
G190,IAH1,150.4256157097356
G190,IAH3,167.13431135956517
G190,IAH4,150.09872472609248
G190,ILH1,195.46384596185766
G190,INH1,202.95818954064794
G190,MIH1,188.6296114557129
G190,MOH2,66.74293292061046
G190,NCH1,168.1926583648213
G190,NYH2,174.87189145519758
G190,NYH3,138.1563719354786
G190,SCH1,110.95997354371559
G190,WIH1,144.90743897024186
G190,WIH2,170.94016132287027
G190,WIH3,164.863725866676
G191,DEH1,200.73321987121926
G191,GAH1,184.29284303528968
G191,GAH2,150.80282826056128
G191,GEH1,209.95486465791086
G191,IAH1,205.10545407843136
G191,IAH3,225.70008371395042
G191,IAH4,207.08018974486833
G191,ILH1,215.64289865759307
G191,INH1,223.39898638723395
G191,MIH1,208.8610240752393
G191,MOH2,132.96426651384428
G191,NCH1,212.53189764012518
G191,NEH1,216.96724232496527
G191,NEH2,137.45551507474164
G191,NEH3,208.47299783567377
G191,NYH2,235.3292965848922
G191,SCH1,183.009877882545
G191,TXH1,187.88545374921773
G191,TXH2,175.2007513800177
G191,TXH3,207.05363886153106
G191,WIH1,185.68990690889584
G191,WIH2,211.72262926152422
G191,WIH3,205.64619380532994
G192,DEH1,154.41013279303837
G192,GAH1,110.54804391793203
G192,GAH2,118.72910011526591
G192,GEH1,124.61723171113547
G192,IAH1,202.303466455584
G192,IAH3,154.2952866148708
G192,ILH1,141.4435452074282
G192,INH1,155.7401146109786
G192,MIH1,201.17616782849115
G192,MOH2,93.49149162669414
G192,NCH1,96.52204917286716
G192,NYH2,190.27639467719672
G192,NYH3,169.34551408042265
G192,SCH1,164.85018283514876
G192,WIH1,139.36681983071492
G192,WIH2,165.39954218334333
G192,WIH3,159.32310672714905
G193,DEH1,175.23390427447083
G193,GAH1,53.111869102529596
G193,GAH2,139.86284330910485
G193,GEH1,150.5731541044073
G193,IAH1,196.27947181501528
G193,IAH3,135.96047874286396
G193,IAH4,162.85373974466378
G193,ILH1,172.78146941890998
G193,INH1,192.5965493807227
G193,MIH1,181.57094015189443
G193,MOH2,99.44186243125043
G193,NCH1,178.97553689099934
G193,NEH1,164.19067627364853
G193,NEH2,218.22373964217667
G193,NYH2,247.21236431229187
G193,SCH1,158.3494628304253
G193,TXH1,162.3861381524693
G193,TXH2,149.7014357832693
G193,TXH3,181.55432326478262
G193,WIH1,160.1905913121474
G193,WIH2,186.2233136647758
G193,WIH3,180.1468782085815
G194,DEH1,173.59961962959238
G194,GAH1,140.90655169490498
G194,GAH2,117.90799634212313
G194,GEH1,165.73673678781915
G194,IAH1,193.13579851767594
G194,IAH3,182.9149115226641
G194,IAH4,165.1730464807775
G194,ILH1,217.3630511418661
G194,INH1,222.25579364209324
G194,MIH1,230.5334565113843
G194,MOH2,65.1909175892416
G194,NCH1,190.8131686185077
G194,NEH1,192.02864366328373
G194,NEH2,156.76275281373
G194,NYH2,189.1808235413808
G194,NYH3,200.83790952550495
G194,SCH1,169.46968874710277
G194,TXH2,148.0671511383908
G194,TXH3,179.92003861990418
G194,WIH1,158.55630666726896
G194,WIH2,184.58902901989734
G194,WIH3,178.51259356370306
G195,DEH1,152.30185825879994
G195,GAH1,120.93976938369244
G195,GAH2,96.82083423641919
G195,GEH1,149.14376208018405
G195,IAH1,183.85126797831623
G195,IAH3,177.8869896354587
G195,IAH4,121.604640797118
G195,ILH1,175.7615868742334
G195,INH1,154.27054297514928
G195,MIH1,163.04407522528834
G195,MOH2,106.10989695929207
G195,NCH1,101.82547321875171
G195,NEH1,133.9828076113729
G195,NEH2,135.0104191878059
G195,NEH3,129.49284013567126
G195,NYH2,228.4385841810406
G195,SCH1,130.3303907488601
G195,TXH1,139.45409213679838
G195,TXH2,126.76938976759837
G195,TXH3,158.62227724911173
G195,WIH1,137.25854529647648
G195,WIH2,163.2912676491049
G195,WIH3,157.21483219291062
G196,DEH1,173.53256202217503
G196,GAH1,162.1879739370491
G196,GAH2,176.42614716881073
G196,GEH1,205.01730061877225
G196,IAH1,189.9800649779558
G196,IAH3,162.33805706143156
G196,IAH4,187.73634407637897
G196,ILH1,206.44402544092887
G196,INH1,219.648207956784
G196,MIH1,188.0462765424375
G196,MOH2,121.72547880837719
G196,NCH1,198.06359537361865
G196,NEH1,175.6879739370406
G196,NEH3,143.33354389904628
G196,NYH2,245.55446159393523
G196,NYH3,191.3616820831248
G196,SCH1,152.34380104315605
G196,TXH1,160.68479590017347
G196,TXH2,148.00009353097346
G196,TXH3,179.85298101248682
G196,WIH1,158.4892490598516
G196,WIH2,184.52197141247999
G196,WIH3,178.4455359562857
G197,DEH1,205.05630666726182
G197,GAH1,188.33212891705236
G197,GAH2,167.91992652291646
G197,GEH1,175.75390843721846
G197,IAH1,210.72653997745215
G197,IAH3,227.65092457450555
G197,IAH4,189.53756118579471
G197,ILH1,217.90487473157705
G197,INH1,262.3338245754021
G197,MIH1,246.35028344379919
G197,MOH2,158.46857739710705
G197,NCH1,182.86453100818682
G197,NEH1,229.9875307544855
G197,NEH2,160.41943119600626
G197,NEH3,186.1172885441331
G197,NYH3,201.62755769028632
G197,SCH1,161.82296467855664
G197,TXH1,192.20854054526026
G197,TXH2,179.52383817606025
G197,TXH3,211.37672565757362
G197,WIH1,190.01299370493837
G197,WIH2,216.04571605756678
G197,WIH3,209.96928060137247
G198,DEH1,171.70854054526063
G198,GAH1,181.38964309342185
G198,GAH2,96.11453393364624
G198,GEH1,186.32861339720301
G198,IAH1,211.5924187777827
G198,IAH3,165.59511501365716
G198,IAH4,151.09437262035888
G198,ILH1,185.7789712862401
G198,INH1,162.67722526160924
G198,MIH1,212.84725506552303
G198,NCH1,117.0989912307757
G198,NEH1,168.98437748444613
G198,NEH2,129.07338837070068
G198,NEH3,167.88952242213207
G198,NYH2,189.03508129701748
G198,NYH3,167.61124234784228
G198,SCH1,174.85611144267926
G198,TXH1,158.86077442325907
G198,TXH2,146.17607205405906
G198,TXH3,178.02895953557243
G198,WIH1,156.66522758293718
G198,WIH2,182.6979499355656
G198,WIH3,176.6215144793713
G199,DEH1,176.53248522613308
G199,GAH1,205.401021669731
G199,GAH2,124.99036650780378
G199,GEH1,159.2671063725838
G199,IAH1,179.59974354335165
G199,IAH3,183.27605578648675
G199,ILH1,173.97004283862393
G199,INH1,246.9547956361019
G199,MIH1,141.07416457444253
G199,MOH2,130.77989937891726
G199,NCH1,201.66155913944255
G199,NYH2,282.41153587365
G199,NYH3,211.48932817639184
G199,SCH1,143.3341432374154
G199,WIH1,161.48917226380962
G199,WIH2,187.52189461643803
G199,WIH3,181.44545916024373
G200,DEH1,207.0457160575658
G200,GAH1,167.47619078165337
G200,GAH2,164.20973117178062
G200,IAH1,220.63447192855847
G200,IAH3,207.5212110968253
G200,IAH4,249.33878235919002
G200,ILH1,208.39146409484886
G200,INH1,205.8767256574428
G200,MIH1,210.71711164257496
G200,MOH2,145.2215592065391
G200,NCH1,224.30004722542185
G200,NEH1,269.2388049408755
G200,NEH2,184.3088492417053
G200,NEH3,241.19077212120908
G200,NYH2,251.83407259034541
G200,NYH3,192.19356128308638
G200,SCH1,208.5096520830553
G200,TXH1,194.19794993556425
G200,TXH2,181.5132475663642
G200,TXH3,213.3661350478776
G200,WIH1,192.00240309524236
G200,WIH2,218.03512544787077
G200,WIH3,211.95868999167647
G201,DEH1,186.29965250416763
G201,IAH1,212.53095161348097
G201,IAH3,169.65897763994622
G201,INH1,232.3845071239959
G201,MIH1,219.76351202731533
G201,NCH1,179.45210776579856
G201,WIH2,197.28906189447258
G202,DEH1,147.83083958919093
G202,GAH1,145.57675148539303
G202,GEH1,143.15092109652184
